condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
bowel-incontinence	426	unspecified	unspecified		unspecified	unspecified	present
bowel-incontinence	428	unspecified	unspecified		unspecified	unspecified	present
bowel-incontinence	1031	unspecified	unspecified		unspecified	unspecified	present
bowel-polyps	58	unspecified	unspecified		unspecified	unspecified	present
bowel-polyps	76	unspecified	unspecified		unspecified	unspecified	present
bowel-polyps	128	unspecified	unspecified		unspecified	unspecified	present
bowel-polyps	556	unspecified	unspecified		unspecified	unspecified	present
bowel-polyps	1020	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	323	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	399	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	417	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	529	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	585	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	587	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	797	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	903	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	1044	unspecified	unspecified		unspecified	unspecified	present
brain-abscess	1053	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	164	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	316	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	399	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	527	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	624	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	721	unspecified	unspecified		unspecified	unspecified	present
brain-aneurysm	1044	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	47	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	269	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	571	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	585	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	696	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	797	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	888	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	1046	unspecified	unspecified		unspecified	unspecified	present
brain-tumours	1053	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	29	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	323	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	438	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	512	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	526	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	585	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	592	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	593	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	810	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	879	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	926	unspecified	unspecified		unspecified	unspecified	present
breast-cancer-in-men	1053	unspecified	unspecified		unspecified	unspecified	present
broken-hip	1	unspecified	unspecified		unspecified	unspecified	present
broken-hip	111	unspecified	unspecified		unspecified	unspecified	present
broken-hip	112	unspecified	unspecified		unspecified	unspecified	present
broken-hip	629	unspecified	unspecified		unspecified	unspecified	present
broken-hip	634	unspecified	unspecified		unspecified	unspecified	present
broken-hip	638	unspecified	unspecified		unspecified	unspecified	present
broken-hip	937	unspecified	unspecified		unspecified	unspecified	present
broken-hip	939	unspecified	unspecified		unspecified	unspecified	present
broken-leg	108	unspecified	unspecified		unspecified	unspecified	present
broken-leg	205	unspecified	unspecified		unspecified	unspecified	present
broken-leg	299	unspecified	unspecified		unspecified	unspecified	present
broken-leg	373	unspecified	unspecified		unspecified	unspecified	present
broken-leg	544	unspecified	unspecified		unspecified	unspecified	present
broken-leg	613	unspecified	unspecified		unspecified	unspecified	present
broken-leg	926	unspecified	unspecified		unspecified	unspecified	present
broken-nose	74	unspecified	unspecified		unspecified	unspecified	present
broken-nose	108	unspecified	unspecified		unspecified	unspecified	present
broken-nose	177	unspecified	unspecified		unspecified	unspecified	present
broken-nose	613	unspecified	unspecified		unspecified	unspecified	present
broken-nose	809	unspecified	unspecified		unspecified	unspecified	present
broken-nose	926	unspecified	unspecified		unspecified	unspecified	present
broken-toe	108	unspecified	unspecified		unspecified	unspecified	present
broken-toe	243	unspecified	unspecified		unspecified	unspecified	present
broken-toe	613	unspecified	unspecified		unspecified	unspecified	present
broken-toe	828	unspecified	unspecified		unspecified	unspecified	present
broken-toe	926	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	133	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	171	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	173	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	323	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	596	unspecified	unspecified		unspecified	unspecified	present
bronchiectasis	621	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	171	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	241	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	322	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	408	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	441	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	596	unspecified	unspecified		unspecified	unspecified	present
bronchiolitis	780	unspecified	unspecified		unspecified	unspecified	present
bronchitis	134	unspecified	unspecified		unspecified	unspecified	present
bronchitis	171	unspecified	unspecified		unspecified	unspecified	present
bronchitis	417	unspecified	unspecified		unspecified	unspecified	present
bronchitis	784	unspecified	unspecified		unspecified	unspecified	present
bronchitis	868	unspecified	unspecified		unspecified	unspecified	present
brucellosis	29	unspecified	unspecified		unspecified	unspecified	present
brucellosis	323	unspecified	unspecified		unspecified	unspecified	present
brucellosis	417	unspecified	unspecified		unspecified	unspecified	present
brucellosis	617	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	127	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	260	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	318	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	496	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	676	unspecified	unspecified		unspecified	unspecified	present
brugada-syndrome	797	unspecified	unspecified		unspecified	unspecified	present
bullous-pemphigoid	69	unspecified	unspecified		unspecified	unspecified	present
bunions	626	unspecified	unspecified		unspecified	unspecified	present
bunions	636	unspecified	unspecified		unspecified	unspecified	present
bunions	763	unspecified	unspecified		unspecified	unspecified	present
bunions	908	unspecified	unspecified		unspecified	unspecified	present
bunions	959	unspecified	unspecified		unspecified	unspecified	present
bursitis	613	unspecified	unspecified		unspecified	unspecified	present
bursitis	762	unspecified	unspecified		unspecified	unspecified	present
bursitis	826	unspecified	unspecified		unspecified	unspecified	present
bursitis	968	unspecified	unspecified		unspecified	unspecified	present
bursitis	969	unspecified	unspecified		unspecified	unspecified	present
bursitis	1060	unspecified	unspecified		unspecified	unspecified	present
c-difficile	29	unspecified	unspecified		unspecified	unspecified	present
c-difficile	323	unspecified	unspecified		unspecified	unspecified	present
c-difficile	417	unspecified	unspecified		unspecified	unspecified	present
c-difficile	585	unspecified	unspecified		unspecified	unspecified	present
c-difficile	1007	unspecified	unspecified		unspecified	unspecified	present
cancer	72	unspecified	unspecified		unspecified	unspecified	present
cancer	77	unspecified	unspecified		unspecified	unspecified	present
cancer	87	unspecified	unspecified		unspecified	unspecified	present
cancer	128	unspecified	unspecified		unspecified	unspecified	present
cancer	171	unspecified	unspecified		unspecified	unspecified	present
cancer	173	unspecified	unspecified		unspecified	unspecified	present
cancer	241	unspecified	unspecified		unspecified	unspecified	present
cancer	293	unspecified	unspecified		unspecified	unspecified	present
cancer	323	unspecified	unspecified		unspecified	unspecified	present
cancer	409	unspecified	unspecified		unspecified	unspecified	present
cancer	417	unspecified	unspecified		unspecified	unspecified	present
cancer	419	unspecified	unspecified		unspecified	unspecified	present
cancer	463	unspecified	unspecified		unspecified	unspecified	present
cancer	512	unspecified	unspecified		unspecified	unspecified	present
cancer	536	unspecified	unspecified		unspecified	unspecified	present
cancer	585	unspecified	unspecified		unspecified	unspecified	present
cancer	589	unspecified	unspecified		unspecified	unspecified	present
cancer	681	unspecified	unspecified		unspecified	unspecified	present
cancer	838	unspecified	unspecified		unspecified	unspecified	present
cancer	926	unspecified	unspecified		unspecified	unspecified	present
cancer	1011	unspecified	unspecified		unspecified	unspecified	present
cancer	1020	unspecified	unspecified		unspecified	unspecified	present
cancer	1025	unspecified	unspecified		unspecified	unspecified	present
cancer	1026	unspecified	unspecified		unspecified	unspecified	present
cancer	1036	unspecified	unspecified		unspecified	unspecified	present
cancer	1038	unspecified	unspecified		unspecified	unspecified	present
cancer	1039	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	85	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	165	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	323	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	354	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	399	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	585	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	621	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	1000	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	1045	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	1053	unspecified	unspecified		unspecified	unspecified	present
carbon-monoxide-poisoning	1066	unspecified	unspecified		unspecified	unspecified	present
carpal-tunnel-syndrome	30	unspecified	unspecified		unspecified	unspecified	present
carpal-tunnel-syndrome	380	unspecified	unspecified		unspecified	unspecified	present
carpal-tunnel-syndrome	395	unspecified	unspecified		unspecified	unspecified	present
carpal-tunnel-syndrome	603	unspecified	unspecified		unspecified	unspecified	present
carpal-tunnel-syndrome	1068	unspecified	unspecified		unspecified	unspecified	present
cataracts	84	unspecified	unspecified		unspecified	unspecified	present
